last_name,first_name,phone,email,address,postalZip,region,languages,GPA,major,university
Schneider,Rhoda,1-377-539-8380,rhodaschneider4346@hotmail.org,Ap #497-342 Nunc Rd.,52328,Montgomeryshire,SQL Javascript C# Go Swift,3.617602117319045,DS,Trevecca Nazarene University
Bailey,Damian,1-850-621-4541,damianbailey2333@hotmail.org,338-1016 Urna. St.,192949,Kentucky,Javascript C# Go,3.483902113882066,IST,VanderCook College of Music
Mckenzie,Thomas,1-669-542-7170,thomasmckenzie6444@outlook.couk,Ap #703-9898 Lobortis St.,11311,Delaware,Java R Python SQL,2.206488831591648,CS,Pepperdine University
Butler,Murphy,1-861-370-4368,murphybutler@google.org,Ap #820-8378 Velit. Avenue,0427,Alaska,SQL Javascript C# Go,2.336905466268334,DS,Sanford-Brown Institute
Holcomb,Odysseus,1-340-786-7014,odysseusholcomb8400@protonmail.couk,"P.O. Box 462, 4125 Lorem, Avenue",47345,Manitoba,Java R Python SQL,3.5665606859685957,MIS,Southwestern College Kansas
Gould,Benjamin,(154) 736-3991,benjamingould@hotmail.edu,Ap #140-9483 Quam. St.,Y43 2XR,Oklahoma,Go Swift PHP Ruby,3.694637856718267,CS,Lake Forest College
Tate,Josephine,1-913-416-6626,josephinetate@outlook.net,342-3786 Volutpat. Rd.,11223,Dunbartonshire,Swift PHP,2.484385602011863,MIS,Kent State University
Wade,Calvin,(553) 727-2825,calvinwade@google.org,948-8980 Phasellus St.,547850,Glamorgan,SQL Javascript C# Go,3.404064086595664,CS,Northcentral University
Scott,Herrod,(964) 178-1653,herrodscott@aol.com,"P.O. Box 857, 3531 Risus. St.",26239,Kentucky,C# Go Swift PHP,3.504725461731149,CS,University of the Incarnate World
Reed,Nevada,1-376-577-9495,nevadareed3813@hotmail.couk,268-3027 Quam Road,2161,Hertfordshire,Java,3.925937942243751,IST,Pennsylvania State University Delaware County
Thomas,Dorian,(593) 396-1167,dorianthomas7419@outlook.edu,Ap #307-5390 Mauris St.,06877,Nova Scotia,PHP Ruby,3.393630767199253,DS,Medical College of Wisconsin
Spence,April,(665) 762-6258,aprilspence2242@yahoo.ca,Ap #919-3966 Neque St.,6953,Perthshire,Python SQL Javascript C# Go,2.2350012153941,MIS,University of Tulsa
Dickson,Miriam,1-725-496-1615,miriamdickson5888@aol.ca,Ap #290-8428 Massa Av.,6530,Monmouthshire,PHP Ruby Rust,3.7651641973400283,IT,University of Montana
Macias,Leroy,(781) 205-4678,leroymacias@protonmail.net,681-8869 Vel Avenue,66175,New Brunswick,PHP,3.177721551530647,IT,Alma College
Greene,Craig,(905) 859-4760,craiggreene2605@icloud.org,"P.O. Box 884, 9207 Erat Street",34152,Massachusetts,C++ Java R,3.8024797295772723,MIS,Preston University
Tucker,Alvin,(818) 342-2059,alvintucker@icloud.net,Ap #588-6839 Augue Rd.,346141,Ontario,C++ Java,3.603216552882823,MIS,College of St. Catherine
Freeman,Aaron,1-277-546-0450,aaronfreeman@google.com,"P.O. Box 723, 4527 Dapibus Ave",OE6N 1IJ,Nunavut,Java R Python SQL,3.1943361167334503,IT,Salisbury State University
Ford,Odette,1-171-391-0284,odetteford7650@outlook.org,Ap #790-1340 Consequat Rd.,715968,Saskatchewan,Java R,2.5541146895444795,IST,California University of Pennsylvania
Stanley,Darryl,(243) 581-7279,darrylstanley@google.com,"P.O. Box 928, 549 Erat. St.",354593,Sutherland,Go Swift PHP Ruby,3.6321902365759904,CS,College of St. Rose
Riggs,Silas,(124) 679-7835,silasriggs@outlook.net,486-558 Phasellus Street,39613,Prince Edward Island,R Python SQL Javascript,2.6918133180497312,MIS,Northwest College of Art
Wells,Bevis,(864) 528-2602,beviswells6846@protonmail.ca,"P.O. Box 322, 7021 A, Street",43386,Prince Edward Island,SQL Javascript C#,2.527615443075355,CS,Millennia Atlantic University
Weaver,Xenos,1-448-456-5334,xenosweaver6950@protonmail.org,Ap #322-8412 Est. Rd.,240333,Cambridgeshire,Swift,2.3601121872497153,CS,"Arizona State University, Downtown Phoenix Campus"
Herman,Jessica,1-667-512-6715,jessicaherman8723@google.com,688-8308 Dapibus Street,68212,Alberta,Swift,3.9827384317099677,CS,Brooks Institute of Photography
Russo,Jessica,1-558-684-9895,jessicarusso1379@outlook.org,1434 Vitae Rd.,14815,Lancashire,C# Go,2.735698012616759,DS,Seattle University
Dunlap,Arthur,1-432-507-3981,arthurdunlap@google.ca,499-3133 Non Rd.,20810,Ontario,C C++,2.546579358846308,CS,University of South Dakota
Rowland,Warren,1-713-525-2731,warrenrowland@yahoo.org,"P.O. Box 775, 5090 Aenean Avenue",573742,Newfoundland and Labrador,Javascript C# Go Swift,2.9275750724458236,CIS,East Tennessee State University
Crane,Emi,1-104-884-9713,emicrane3037@aol.net,"Ap #216-7623 Amet, Avenue",2272,Bedfordshire,C++ Java,2.2326323411772195,CIS,Thomas Jefferson University
Cortez,Cedric,1-215-592-4368,cedriccortez@aol.ca,3585 Arcu. St.,E09 0CD,Quebec,Swift PHP Ruby,2.4931227621264145,MIS,Framingham State College
Hurst,Jakeem,(486) 569-6485,jakeemhurst9437@outlook.org,135-3267 Libero. Road,85298,Montana,C++ Java R Python,3.0928889074464263,CS,Pikeville College
Villarreal,Chester,1-235-331-6184,chestervillarreal1574@yahoo.com,Ap #306-5073 Neque Ave,824860,British Columbia,SQL Javascript,2.2710301907437973,IST,North Greenville College
Norris,Hashim,(692) 376-6751,hashimnorris2245@yahoo.com,"P.O. Box 244, 730 Nunc Street",683838,Pembrokeshire,C# Go,2.359471708593643,CS,Williams College
Blake,Ali,1-325-735-8233,aliblake4479@google.couk,380-2488 Luctus Rd.,666939,Alberta,Javascript C# Go,2.6206814643405614,CE,San Diego State University
Young,Kamal,1-639-486-8582,kamalyoung192@hotmail.net,"P.O. Box 379, 7082 Aliquam Avenue",1550,Northamptonshire,Java R Python,2.5967808264416408,IST,State University of New York College at Fredonia
Fry,Lamar,(386) 104-2492,lamarfry@google.net,"Ap #533-3534 Sapien, Rd.",66918,Massachusetts,C++ Java R,2.4616384830772797,MIS,Arthur D. Little Management Education Institute
Blackburn,Kane,(786) 421-5381,kaneblackburn6789@protonmail.couk,721-5381 Arcu. St.,6441,Banffshire,Javascript C# Go Swift PHP,3.5002885405482393,CIS,State University of New York College of Environmental Science and Forestry
Vang,Isaac,(523) 478-1794,isaacvang9864@protonmail.net,"P.O. Box 476, 1516 Ornare Road",41748,Cheshire,C++ Java,2.3641072250533477,MIS,"City University of New York, Lehman College"
Vargas,Tyrone,(465) 228-6850,tyronevargas7038@outlook.couk,5803 Elit. Ave,37275,Prince Edward Island,R Python SQL Javascript C#,3.9127941972391156,CS,"University of Maine, Fort Kent"
Carroll,Noah,(137) 727-8864,noahcarroll@yahoo.couk,"P.O. Box 680, 8623 Aliquam, St.",25732,Pembrokeshire,R Python SQL Javascript,2.6034785900699524,MIS,"Florida Metropolitan University, Tampa College Brandon"
Hogan,Fulton,(541) 711-8142,fultonhogan1577@outlook.com,"Ap #197-3392 Id, St.",557034,Saskatchewan,C# Go Swift PHP,2.5140688079958857,DS,Washington Bible College
Phillips,Holly,1-824-983-5425,hollyphillips@hotmail.ca,Ap #222-9843 At St.,44767,West Lothian,R,3.761226731688719,IT,University Of Hawaii - System
Houston,Brenna,1-828-544-3831,brennahouston5382@aol.couk,Ap #912-3317 Auctor. St.,6126-5641,Nunavut,Python SQL Javascript C# Go,3.308199871486181,IST,Lubbock Christian University
Macdonald,Eliana,1-248-583-3774,elianamacdonald4699@protonmail.com,Ap #757-7602 Donec St.,682543,Hertfordshire,Python SQL Javascript,2.9490142906038317,CE,Iglobal University
Smith,Nell,1-105-847-1337,nellsmith9484@aol.org,"4069 Quis, Rd.",25689,Alberta,C C++,3.1038573131018916,IST,University of Connecticut at Avery Point
Wells,Keegan,1-481-572-1762,keeganwells@google.ca,"286-7561 At, Rd.",14613,Montgomeryshire,Java R Python,3.6930738179391307,MIS,Anna Maria College
Jones,Chandler,(534) 303-2151,chandlerjones6814@aol.net,"P.O. Box 664, 6246 Magnis Road",17451,Northwest Territories,Javascript C# Go,3.2753141760514533,CIS,Shoreline Community College
Baird,Uma,1-862-264-3886,umabaird410@hotmail.com,Ap #959-7761 Cubilia St.,433923,New Brunswick,R Python,2.6219010009720805,IST,Governors State University
Strickland,Plato,(688) 638-4240,platostrickland@outlook.net,3976 Vitae Rd.,417225,Nova Scotia,Javascript C# Go Swift,3.0696492581830874,IST,Wisconsin Lutheran College
Walls,Ulric,(258) 782-2261,ulricwalls@protonmail.org,3510 Placerat. Ave,03-628,Kentucky,R Python SQL Javascript C#,2.353340598401079,IT,Our Lady of the Lake University
Cantrell,Ariana,(738) 122-2882,arianacantrell7389@protonmail.edu,948-3184 Libero. Street,2208,Nova Scotia,Javascript C# Go,3.4024221231496248,DS,University of Texas Medical Branch Galveston
Patel,Brenden,(944) 946-5146,brendenpatel892@protonmail.net,Ap #135-7976 Quis Street,2486-5310,Indiana,Javascript C#,2.7264028375789526,CE,"Arkansas State University, Newport"
Dixon,Gray,1-302-184-5216,graydixon9197@aol.org,1068 Arcu. Avenue,4331,Angus,C# Go Swift PHP Ruby,3.7413059722546738,CIS,Roanoke Bible College
Stein,Kristen,(501) 358-3246,kristenstein5238@yahoo.couk,"P.O. Box 822, 5497 Lorem, Rd.",81-163,Kent,C# Go,2.065393052834593,CIS,Harris-Stowe State University
Mcbride,Salvador,1-776-953-8434,salvadormcbride@yahoo.couk,Ap #906-2390 Sed Ave,6157,Quebec,C# Go Swift,2.0304512619840707,MIS,Baylor College of Dentistry
Thornton,Giselle,1-882-742-8383,gisellethornton1137@icloud.net,"P.O. Box 396, 8684 Vehicula Ave",3527,Minnesota,Javascript C# Go,3.2162518941998206,CIS,"City University of New York, Hunter College"
Mays,Roary,1-154-410-6280,roarymays6702@outlook.com,"886-3502 Vitae, Ave",871546,British Columbia,R Python SQL Javascript,3.430081486642399,IST,Sierra Nevada College
Bright,Ross,(632) 482-6827,rossbright6520@icloud.ca,430-373 Ultrices. Street,11106,Nova Scotia,Rust,3.7328495683621155,CS,Grambling State University
Carroll,Valentine,1-704-506-0940,valentinecarroll@hotmail.net,"P.O. Box 120, 9318 Est St.",8069,Nebraska,Swift PHP Ruby,2.093238523229293,IST,Trident University
Mcguire,Mallory,(689) 240-4349,mallorymcguire@protonmail.com,468-3496 Orci Av.,42716-897,Georgia,C C++ Java R,3.7846121423114667,CS,King College
Manning,Hayden,1-998-573-4645,haydenmanning8331@google.ca,Ap #941-3045 Consequat Road,34400,Kansas,C# Go,2.5690405495695265,CE,Rasmussen College
Monroe,Mari,(937) 653-7706,marimonroe6804@aol.couk,"P.O. Box 845, 3141 Ut Street",729595,Oregon,R Python SQL Javascript,2.946441206670646,MIS,Kansas City Art Institute
Gillespie,MacKensie,1-311-621-2816,mackensiegillespie4589@icloud.edu,114-4689 Aenean Avenue,14381-51212,Northamptonshire,Python,2.8408337028191193,CS,Austin Community College
Salinas,Jessamine,(253) 378-5018,jessaminesalinas7302@aol.edu,Ap #802-4826 Tellus Av.,1354,Northwest Territories,R Python,3.744538406453856,IT,International Academy of  Merchandising and Design Chicago
Bradley,Willow,1-465-801-8162,willowbradley@google.edu,852-2204 Fermentum Ave,2531 TX,Virginia,PHP Ruby Rust,3.426832575045802,IT,Mount Olive College
Head,Sylvester,(775) 654-8507,sylvesterhead383@hotmail.net,818-3857 Dapibus St.,51201,Nova Scotia,Go,3.2572133522346363,CE,University of South Carolina
Salas,Xandra,(334) 329-6765,xandrasalas@yahoo.com,931-4057 Sit Av.,25464,Aberdeenshire,R Python SQL Javascript C#,3.8277220597065202,MIS,University of Maryland Baltimore County
Reynolds,Henry,(975) 775-0339,henryreynolds@hotmail.org,929-8896 Cras Av.,314511,Nevada,C C++ Java R,2.5973482522522087,CE,Southeastern Louisiana University
Morrison,Shea,(321) 342-2334,sheamorrison@hotmail.couk,Ap #774-2671 Pharetra Ave,13616,Tennessee,R Python SQL,2.846331748835248,MIS,Saybrook Institute
Bates,Chanda,(657) 837-8334,chandabates@google.couk,"9000 Sem, Road",533823,Banffshire,Python SQL Javascript C#,2.1365232926376745,CIS,Southeast Missouri State University
English,Jocelyn,(517) 713-3170,jocelynenglish7553@google.net,9980 Commodo Rd.,95605,Devon,C C++ Java,2.976257162834285,CS,Brigham Young University Hawaii
Lott,Asher,1-528-715-8525,asherlott6807@outlook.ca,482-6204 Cursus Rd.,534876,Newfoundland and Labrador,C# Go Swift PHP,2.6824154593318346,CS,Kent State University - Ashtabula
Roy,Erin,1-517-777-5135,erinroy6891@icloud.com,"P.O. Box 584, 9302 Dictum Rd.",30968,Manitoba,Javascript C# Go Swift,3.9147002959694817,CIS,Hamline University
Sears,Cullen,1-202-822-3278,cullensears8346@outlook.couk,124-5892 Interdum Ave,72848,Wiltshire,Python SQL Javascript,3.161013242230262,CIS,Virginia Polytechnic Institute and State University (Virginia Tech)
Barron,Shay,(387) 237-2529,shaybarron@icloud.org,430-1632 Curabitur St.,1504,Argyllshire,R Python,3.669095657701745,CS,Worcester Polytechnic Institute
Hess,Blythe,(757) 374-6762,blythehess@aol.edu,Ap #165-2731 Magna. Road,26172,Argyllshire,C++ Java,2.921726993614383,CE,Art Center College of Design
Hewitt,Keegan,(417) 692-0974,keeganhewitt1723@icloud.ca,268-1154 Bibendum Street,OI2J 6DS,Pennsylvania,C C++ Java,3.368476668552202,DS,Black Hills State University
Singleton,Virginia,1-644-202-3627,virginiasingleton9990@aol.com,242-8962 Egestas. Street,A8S 4S8,Wigtownshire,Go Swift PHP,2.0516664912058022,CIS,Wisconsin Lutheran College
Mason,Rhonda,1-164-281-3576,rhondamason4450@icloud.net,Ap #485-9793 Non Avenue,19315,British Columbia,R Python SQL Javascript,3.7103274815312766,MIS,Indiana Wesleyan University
Wall,Tad,1-568-916-3348,tadwall7495@google.couk,"P.O. Box 968, 7904 Enim. Av.",13265-66593,Pennsylvania,Go Swift PHP Ruby Rust,2.362195824213816,IST,Pikeville College
Contreras,Anjolie,1-642-525-7531,anjoliecontreras@hotmail.com,443-9033 Nunc Avenue,4215,Kansas,R Python SQL Javascript C#,2.9633282442526685,CIS,Southern University - Baton Rouge
Espinoza,Dante,1-818-299-2573,danteespinoza1140@hotmail.com,102-8950 Libero Road,195784,Pembrokeshire,C++ Java,2.7757783802940574,MIS,"California State University, San Bernadino"
Robbins,Keane,1-444-443-2145,keanerobbins5864@protonmail.edu,Ap #708-8794 Neque. Road,66171,Hertfordshire,Python,2.6279505207676452,CS,University of Texas Health Science Center at San Antonio
Ellis,Harper,1-385-181-1602,harperellis@google.com,"Ap #913-9556 Ultrices, Avenue",3175,Kentucky,C++ Java R Python,3.7549344407261342,CIS,Indiana University-Purdue University at Fort Wayne
Vasquez,Rosalyn,1-530-485-4314,rosalynvasquez1842@aol.edu,Ap #386-9861 Dictum Ave,8594,Mississippi,Java R Python SQL,3.8926213905016245,CS,Denison University
Maldonado,Claudia,1-672-377-2730,claudiamaldonado@aol.org,915-9701 Congue Ave,65377-873,Mississippi,Go,3.058981146959585,CS,University of the Sciences in Philadelphia
Galloway,Karina,(766) 343-8068,karinagalloway4057@outlook.org,294-1282 Luctus St.,5613,Vermont,Javascript C#,2.502415595854509,CIS,Columbus College of Art and Design
Mendez,Sylvia,1-916-696-8570,sylviamendez@protonmail.couk,Ap #518-8367 Auctor St.,4796,California,Java,2.4071626975662115,DS,National-Louis University
Navarro,Elizabeth,(106) 354-5117,elizabethnavarro680@hotmail.ca,"Ap #324-9465 Pede, Ave",18-875,Angus,C# Go Swift,2.1897829953907397,CIS,Westminster College of Salt Lake City
Velasquez,Jeremy,1-532-486-4442,jeremyvelasquez6742@protonmail.edu,"477-3352 Nec, St.",98129,Iowa,R Python SQL,3.803772966997612,CIS,Andrews University
Ratliff,Ria,1-365-483-2611,riaratliff5751@aol.com,Ap #501-721 Pede. Rd.,678622,Cambridgeshire,Swift,3.5764530836029653,CIS,St. Michael's College
Hale,Akeem,(483) 165-6828,akeemhale@hotmail.ca,778-5215 Mauris. St.,803307,Flintshire,SQL Javascript C# Go Swift,2.851168876417008,MIS,Brigham Young University
Bishop,Dolan,(528) 757-6116,dolanbishop@aol.edu,"P.O. Box 951, 9838 Eget Street",65257-715,Merionethshire,Go Swift PHP,2.238256229135451,CIS,University of Maryland Baltimore County
Tran,Blake,(371) 750-1647,blaketran@google.org,Ap #113-8950 Velit Street,228376,Nova Scotia,R Python,3.865940668231503,CIS,Salve Regina University
Burke,Anjolie,(843) 938-5542,anjolieburke@outlook.net,666-3002 Augue Av.,33028277,Alberta,Java R,2.6687182061928354,DS,Hilbert College
Rodriquez,Xenos,(612) 753-3547,xenosrodriquez@outlook.com,Ap #724-1972 Non St.,94371,Manitoba,Javascript C# Go Swift,3.640065319747243,IT,Albany State University
Malone,Karly,(740) 535-8686,karlymalone6710@outlook.net,876-7477 Nulla. Rd.,247767,Idaho,C# Go Swift PHP,3.333509302797882,IST,Southwestern Baptist Theological Seminary
Hayden,Dennis,1-115-443-7851,dennishayden@icloud.net,"P.O. Box 233, 6249 Tincidunt Av.",311956,Manitoba,C C++ Java R,2.262088988208939,CS,Tui Online University
Hess,Len,1-862-533-5567,lenhess7298@yahoo.couk,Ap #728-5495 Ipsum Avenue,347435,Somerset,Java R Python,3.3564175487756938,MIS,State University of New York College at Oneonta
Hendrix,Carly,1-788-151-1109,carlyhendrix@hotmail.net,217-5190 Duis Rd.,71104,Massachusetts,SQL Javascript C# Go,2.961336760045749,IST,Huston-Tillotson College
Pitts,Todd,(672) 311-3184,toddpitts@google.edu,257-3360 Auctor Avenue,739634,Oxfordshire,Go Swift PHP,2.1994631814902634,CIS,California Maritime Academy
Shields,Alexa,1-332-398-3330,alexashields@aol.net,1656 Tristique Street,29740-31030,Quebec,C# Go Swift PHP Ruby,3.3514880007091947,IST,Texas A&M University - Kingsville
Duran,Vivien,1-748-551-4538,vivienduran@google.ca,"297-849 Nostra, Ave",44-239,Derbyshire,R Python SQL Javascript,3.740280770560651,CIS,Eugene Bible College
Calhoun,Nell,(642) 618-6434,nellcalhoun5211@hotmail.com,8142 Nulla Rd.,2532,Indiana,C# Go,3.7005874150380214,CE,Blackburn College
Garcia,Talon,1-721-138-0337,talongarcia@google.org,2745 Curabitur St.,1759,Angus,Javascript C# Go Swift,3.5265536420467685,MIS,University of Iowa
Castaneda,Astra,1-940-554-1655,astracastaneda8040@icloud.org,1463 Lacinia St.,33061,Arizona,Go Swift PHP,2.964790370655547,DS,Lincoln University Missouri
Hooper,Justin,1-682-173-0423,justinhooper@icloud.couk,Ap #142-577 Orci Ave,1684,Manitoba,Swift,3.6633256065618216,CIS,Kendall College of Art and Design
Wheeler,Jorden,1-832-442-2197,jordenwheeler5737@icloud.couk,"P.O. Box 308, 8262 Porttitor St.",10425,Quebec,Go Swift,2.4920870834581224,IST,Brigham Young University
Anderson,Kirsten,1-606-911-2798,kirstenanderson@yahoo.edu,9421 Quis Av.,9647,Fife,R Python,2.447525567231857,IST,Ohio Dominican College
Elliott,Leslie,(566) 778-5106,leslieelliott@aol.net,Ap #622-173 Amet Ave,30712,Ontario,SQL Javascript C# Go,2.929056119556306,IST,Shippensburg University of Pennsylvania
Richards,Lacey,(216) 732-5385,laceyrichards3247@aol.org,635-5355 Blandit Ave,0877-8644,Ayrshire,PHP,3.7863679839237916,CS,"California State University, Sacramento"
Lancaster,Devin,1-787-752-5738,devinlancaster@icloud.edu,"P.O. Box 914, 1012 Dis Av.",73377,Kinross-shire,Ruby,2.7250830813757405,IT,Mankato State University
Head,Ima,1-727-473-5085,imahead2931@yahoo.net,438-6402 Natoque Street,184162,Minnesota,Python SQL Javascript C# Go,3.771133210151733,CE,Rockhurst College
Harding,Emery,1-925-149-2928,emeryharding@google.com,"Ap #152-3612 A, Street",852882,Nunavut,C# Go Swift,2.4499200743928653,IT,Portland State University
Chapman,Macon,1-554-631-8774,maconchapman@aol.couk,Ap #732-4149 Amet Road,24-82,Idaho,Java,3.1870538697703417,CS,Southwest Missouri State University - West Plains
Ewing,Kameko,1-346-690-9545,kamekoewing4597@hotmail.couk,752-7100 Ac Street,8685 SP,Westmorland,Java R,2.3811841270581118,CS,Stillman College
Wiley,Sage,1-311-326-4630,sagewiley@google.couk,3224 Ac St.,21414,Indiana,Javascript C# Go,2.9173476140885826,CE,Wilbur Wright College
Cantrell,Dominic,(871) 761-4348,dominiccantrell6412@icloud.ca,"P.O. Box 778, 7756 Habitant Street",48431,Nunavut,Python SQL Javascript C#,2.3940068184135295,CE,The College of St. Scholastica
Velasquez,Connor,(919) 967-0036,connorvelasquez@outlook.ca,Ap #712-5847 Tristique Av.,9738,Derbyshire,C++ Java,2.5945491272298984,CIS,Foothill-De Anza Community College District
Hanson,Madaline,1-676-814-8887,madalinehanson7805@protonmail.ca,208-7031 Nulla Road,57720,California,C# Go Swift PHP,3.532955703686809,CIS,Dana College
Mcgee,Justine,1-273-328-1437,justinemcgee@icloud.edu,"515-2271 Ornare, St.",72-28,Prince Edward Island,C C++ Java R Python,3.202053613139921,CE,Slippery Rock University
Dickerson,Forrest,1-425-407-9273,forrestdickerson9303@aol.ca,Ap #756-5555 Est. Street,S1 3YT,Orkney,C++,3.111740999005377,IST,Georgia Southern University
Mayo,Mona,1-544-552-8675,monamayo6094@hotmail.net,9364 Id Rd.,96515-60529,West Lothian,SQL Javascript C# Go,2.5337335647401114,CIS,Kalamazoo College
Marsh,Emerson,(111) 731-3711,emersonmarsh@hotmail.couk,1697 Suspendisse Street,58831-423,Dumfriesshire,C++ Java,3.968777806228942,CE,University of Texas Health Center at Tyler
Fleming,Sylvia,1-752-578-2619,sylviafleming7880@google.com,4675 Mauris Street,26525,Nottinghamshire,Swift PHP Ruby Rust,3.7592102757775225,CS,University of Central Oklahoma
Cross,Caryn,1-537-382-3887,caryncross@icloud.net,599-148 Eu St.,81546,New Brunswick,SQL Javascript C# Go Swift,2.6309413982593535,IST,United States Sports Academy
Randall,Calvin,1-737-524-5041,calvinrandall8892@icloud.org,4658 Aenean Ave,36431,New Brunswick,Swift PHP Ruby,2.1775284140013853,MIS,"DeVry Institute of Technology, Decatur"
Case,Nathaniel,(855) 387-8121,nathanielcase@hotmail.org,5721 Pede St.,3655,Minnesota,Python SQL Javascript,3.404587222840755,CS,"Concordia College, Seward"
Cardenas,Aidan,(606) 268-3274,aidancardenas4664@outlook.edu,Ap #380-4548 Nisi Road,28129,Georgia,C++ Java R,2.3537165295191382,IST,St. Bonaventure University
Moss,Eaton,1-668-808-9339,eatonmoss1034@yahoo.org,Ap #935-1183 Nisl. Road,65132-952,Anglesey,Go Swift PHP,2.6788331199227744,CS,Armstrong University
Hensley,Yasir,(356) 723-7781,yasirhensley9509@google.couk,360-4882 Rhoncus. Av.,0385,Connecticut,Javascript,3.842027386628417,CIS,University of Nevada - Las Vegas
Fleming,Colby,(676) 522-0851,colbyfleming@protonmail.couk,"491 Lorem, Rd.",91956,Denbighshire,SQL,3.194409694788531,CIS,Lawrence Technological University
Barry,Bruce,1-651-719-6047,brucebarry5209@protonmail.couk,3827 Luctus St.,40712,Huntingdonshire,R,2.5353885300782104,MIS,Vermont Technical College
Hebert,Andrew,1-715-544-8279,andrewhebert@outlook.ca,Ap #697-2877 Facilisis St.,T0 7EB,Derbyshire,Python SQL,3.3538578355227324,CE,University of New Orleans
Pitts,Lunea,(228) 451-7766,luneapitts@google.com,5844 Risus. St.,8252 CS,Buteshire,R Python SQL Javascript,2.8587968974946696,CIS,San Jose State University
Lucas,Kameko,(224) 725-1232,kamekolucas@outlook.org,107-1185 Semper. Ave,09868,Orkney,Go Swift PHP,2.4120106782823774,IST,University of Northern Washington
Mccray,Odette,(418) 815-3256,odettemccray@outlook.couk,673-3846 Cras Road,19461,Indiana,Swift PHP Ruby Rust,3.3101673287898064,IT,Western Illinois University
Fernandez,Burton,1-357-275-3435,burtonfernandez@icloud.com,Ap #928-8827 Cras Av.,3002,Anglesey,C++ Java R,2.1146591660591927,CE,"Northwood University, Texas Campus"
Gamble,Emerson,(536) 997-5181,emersongamble5456@yahoo.com,Ap #798-1420 Ante Street,44743-563,British Columbia,C++ Java R Python,2.4765327743710883,IST,University of Science and Arts of Oklahoma
Dillon,Melyssa,1-782-258-4257,melyssadillon58@aol.org,Ap #580-2121 Adipiscing Road,416488,Clackmannanshire,Javascript C# Go Swift PHP,3.257647681439041,CE,The Art Institutes International Portland
Waters,Tyrone,(462) 834-4075,tyronewaters@outlook.ca,"P.O. Box 214, 3595 Mauris Ave",73-179,Nairnshire,SQL Javascript,2.2184828213620156,CE,College of St. Catherine
Whitley,Dexter,1-321-284-8735,dexterwhitley608@outlook.couk,"P.O. Box 880, 4374 Egestas. Street",43410,New Brunswick,Java,3.6469082059006572,CS,Medaille College
Spence,Dominic,(135) 854-4080,dominicspence7608@outlook.org,"P.O. Box 297, 5555 Rutrum Road",Y5 6LT,Saskatchewan,PHP,2.8995729819938862,CS,"The Maryland Institute, College of Art"
Dominguez,Adam,(406) 889-4352,adamdominguez9650@icloud.net,644-3040 Cras Avenue,86801-619,Cardiganshire,C# Go Swift,3.382270039189927,MIS,State University of New York at Buffalo
Rowe,Brandon,(443) 391-4128,brandonrowe7882@google.ca,Ap #643-143 In Rd.,71861,Kansas,Ruby,3.0290083752015042,MIS,New Hampshire College
Park,Gregory,1-481-418-1244,gregorypark9351@google.ca,603-6840 Nulla Avenue,1878-2828,Alberta,C# Go,2.9200168726782763,CIS,University of South Carolina - Salkehatchie
Savage,Tallulah,(352) 274-9286,tallulahsavage9456@google.net,"Ap #131-3083 Elit, St.",34-67,Montana,Java R Python,3.2079146642291465,IST,Emerson College
Joyce,Abdul,1-411-171-8483,abduljoyce@icloud.couk,Ap #288-6739 Commodo Ave,08164-04884,Kentucky,Swift PHP Ruby Rust,3.7587610631949957,CS,Franklin Pierce College
Lee,Bo,(734) 387-6784,bolee6325@aol.ca,"258-4889 At, Ave",56957,Northumberland,Java R Python SQL Javascript,2.1994821932696746,DS,"Rasmussen College, Minnesota Campuses"
Solomon,Astra,(876) 563-0358,astrasolomon13@hotmail.ca,802-9024 Massa Street,2825,California,Java R Python SQL,3.8009700089076732,CIS,"California State University, Bakersfield"
Parks,Ciaran,1-689-185-1242,ciaranparks9799@outlook.com,"P.O. Box 962, 961 Ante Av.",2036 JM,Yukon,Javascript C# Go,2.6350228374309816,MIS,Touro University
Ward,Orla,(470) 982-7756,orlaward8689@yahoo.couk,879-2755 Et Rd.,462825,New Brunswick,Go Swift PHP,3.114620282592123,MIS,Newberry College
Russo,Tad,(462) 758-7947,tadrusso@outlook.ca,"587-2993 In, Av.",51823,British Columbia,Javascript C# Go Swift,3.086814329078458,CE,Norwich University
Gordon,Hector,1-687-615-8306,hectorgordon7539@icloud.ca,2234 Eget Rd.,820661,Manitoba,R Python SQL Javascript,3.961372018242264,CIS,Southwest University
Bray,Glenna,1-687-837-5522,glennabray2310@outlook.ca,321-4902 Morbi Road,654667,Gloucestershire,Ruby Rust,3.9204042113968383,CIS,University of Mississippi Medical Center
Fitzpatrick,Cheyenne,1-232-804-6705,cheyennefitzpatrick@yahoo.couk,435-6046 Semper Street,30005,Vermont,Javascript C# Go Swift,2.965072407877887,CS,Ohio Valley College
Adkins,Wade,1-594-838-6152,wadeadkins@hotmail.ca,265-2247 Velit Ave,614156,Alberta,Python SQL Javascript C# Go,2.6722836499404297,IST,Goldey-Beacom College
Solis,Sade,(223) 758-7215,sadesolis4397@yahoo.org,572-4460 Sociis Avenue,60304,Yukon,C C++,3.558051720544616,CIS,Bryan College
Tran,Keelie,1-265-864-9344,keelietran4062@outlook.ca,272-9043 Velit Ave,55276,Northwest Territories,Swift PHP Ruby,3.955514204069409,CS,Carnegie Mellon University
